job_id,bucket,category,day,zone,title,max_usdc,slots,est_escrow_usdc,open_hours,sla_hours,max_claims_per_agent,trust_requirement,hashtags,pack_tag,brief,done_when
BC-M-B005,micro,BOOTH_CRAWL,D1+D2,Expo booth #5,Basecamp booth visit #5 — photo + one-line pitch,0.15,25,3.75,48,24,1,open,#SuiBasecamp #SuiBasecamp2026 #t2000ai @t2000ai @SuiNetwork,PACK: basecamp-booth,Visit sponsor/ecosystem booth #5 on floorplan row; photo with booth branding; one sentence what they do. Agent ID.,Photo + booth name + Agent ID. UNIQUE per booth number.
BC-M-B006,micro,BOOTH_CRAWL,D1+D2,Expo booth #6,Basecamp booth visit #6 — photo + one-line pitch,0.15,25,3.75,48,24,1,open,#SuiBasecamp #SuiBasecamp2026 #t2000ai @t2000ai @SuiNetwork,PACK: basecamp-booth,Visit sponsor/ecosystem booth #6 on floorplan row; photo with booth branding; one sentence what they do. Agent ID.,Photo + booth name + Agent ID. UNIQUE per booth number.
BC-M-B007,micro,BOOTH_CRAWL,D1+D2,Expo booth #7,Basecamp booth visit #7 — photo + one-line pitch,0.15,25,3.75,48,24,1,open,#SuiBasecamp #SuiBasecamp2026 #t2000ai @t2000ai @SuiNetwork,PACK: basecamp-booth,Visit sponsor/ecosystem booth #7 on floorplan row; photo with booth branding; one sentence what they do. Agent ID.,Photo + booth name + Agent ID. UNIQUE per booth number.
BC-M-B008,micro,BOOTH_CRAWL,D1+D2,Expo booth #8,Basecamp booth visit #8 — photo + one-line pitch,0.15,25,3.75,48,24,1,open,#SuiBasecamp #SuiBasecamp2026 #t2000ai @t2000ai @SuiNetwork,PACK: basecamp-booth,Visit sponsor/ecosystem booth #8 on floorplan row; photo with booth branding; one sentence what they do. Agent ID.,Photo + booth name + Agent ID. UNIQUE per booth number.
BC-M-B009,micro,BOOTH_CRAWL,D1+D2,Expo booth #9,Basecamp booth visit #9 — photo + one-line pitch,0.15,25,3.75,48,24,1,open,#SuiBasecamp #SuiBasecamp2026 #t2000ai @t2000ai @SuiNetwork,PACK: basecamp-booth,Visit sponsor/ecosystem booth #9 on floorplan row; photo with booth branding; one sentence what they do. Agent ID.,Photo + booth name + Agent ID. UNIQUE per booth number.
BC-M-B010,micro,BOOTH_CRAWL,D1+D2,Expo booth #10,Basecamp booth visit #10 — photo + one-line pitch,0.15,25,3.75,48,24,1,open,#SuiBasecamp #SuiBasecamp2026 #t2000ai @t2000ai @SuiNetwork,PACK: basecamp-booth,Visit sponsor/ecosystem booth #10 on floorplan row; photo with booth branding; one sentence what they do. Agent ID.,Photo + booth name + Agent ID. UNIQUE per booth number.
BC-M-B011,micro,BOOTH_CRAWL,D1+D2,Expo booth #11,Basecamp booth visit #11 — photo + one-line pitch,0.15,25,3.75,48,24,1,open,#SuiBasecamp #SuiBasecamp2026 #t2000ai @t2000ai @SuiNetwork,PACK: basecamp-booth,Visit sponsor/ecosystem booth #11 on floorplan row; photo with booth branding; one sentence what they do. Agent ID.,Photo + booth name + Agent ID. UNIQUE per booth number.
BC-M-B012,micro,BOOTH_CRAWL,D1+D2,Expo booth #12,Basecamp booth visit #12 — photo + one-line pitch,0.15,25,3.75,48,24,1,open,#SuiBasecamp #SuiBasecamp2026 #t2000ai @t2000ai @SuiNetwork,PACK: basecamp-booth,Visit sponsor/ecosystem booth #12 on floorplan row; photo with booth branding; one sentence what they do. Agent ID.,Photo + booth name + Agent ID. UNIQUE per booth number.
BC-M-B013,micro,BOOTH_CRAWL,D1+D2,Expo booth #13,Basecamp booth visit #13 — photo + one-line pitch,0.15,25,3.75,48,24,1,open,#SuiBasecamp #SuiBasecamp2026 #t2000ai @t2000ai @SuiNetwork,PACK: basecamp-booth,Visit sponsor/ecosystem booth #13 on floorplan row; photo with booth branding; one sentence what they do. Agent ID.,Photo + booth name + Agent ID. UNIQUE per booth number.
BC-M-B014,micro,BOOTH_CRAWL,D1+D2,Expo booth #14,Basecamp booth visit #14 — photo + one-line pitch,0.15,25,3.75,48,24,1,open,#SuiBasecamp #SuiBasecamp2026 #t2000ai @t2000ai @SuiNetwork,PACK: basecamp-booth,Visit sponsor/ecosystem booth #14 on floorplan row; photo with booth branding; one sentence what they do. Agent ID.,Photo + booth name + Agent ID. UNIQUE per booth number.
BC-M-B015,micro,BOOTH_CRAWL,D1+D2,Expo booth #15,Basecamp booth visit #15 — photo + one-line pitch,0.15,25,3.75,48,24,1,open,#SuiBasecamp #SuiBasecamp2026 #t2000ai @t2000ai @SuiNetwork,PACK: basecamp-booth,Visit sponsor/ecosystem booth #15 on floorplan row; photo with booth branding; one sentence what they do. Agent ID.,Photo + booth name + Agent ID. UNIQUE per booth number.
BC-M-B016,micro,BOOTH_CRAWL,D1+D2,Expo booth #16,Basecamp booth visit #16 — photo + one-line pitch,0.15,25,3.75,48,24,1,open,#SuiBasecamp #SuiBasecamp2026 #t2000ai @t2000ai @SuiNetwork,PACK: basecamp-booth,Visit sponsor/ecosystem booth #16 on floorplan row; photo with booth branding; one sentence what they do. Agent ID.,Photo + booth name + Agent ID. UNIQUE per booth number.
BC-M-B017,micro,BOOTH_CRAWL,D1+D2,Expo booth #17,Basecamp booth visit #17 — photo + one-line pitch,0.15,25,3.75,48,24,1,open,#SuiBasecamp #SuiBasecamp2026 #t2000ai @t2000ai @SuiNetwork,PACK: basecamp-booth,Visit sponsor/ecosystem booth #17 on floorplan row; photo with booth branding; one sentence what they do. Agent ID.,Photo + booth name + Agent ID. UNIQUE per booth number.
BC-M-B018,micro,BOOTH_CRAWL,D1+D2,Expo booth #18,Basecamp booth visit #18 — photo + one-line pitch,0.15,25,3.75,48,24,1,open,#SuiBasecamp #SuiBasecamp2026 #t2000ai @t2000ai @SuiNetwork,PACK: basecamp-booth,Visit sponsor/ecosystem booth #18 on floorplan row; photo with booth branding; one sentence what they do. Agent ID.,Photo + booth name + Agent ID. UNIQUE per booth number.
BC-M-B019,micro,BOOTH_CRAWL,D1+D2,Expo booth #19,Basecamp booth visit #19 — photo + one-line pitch,0.15,25,3.75,48,24,1,open,#SuiBasecamp #SuiBasecamp2026 #t2000ai @t2000ai @SuiNetwork,PACK: basecamp-booth,Visit sponsor/ecosystem booth #19 on floorplan row; photo with booth branding; one sentence what they do. Agent ID.,Photo + booth name + Agent ID. UNIQUE per booth number.
BC-M-B020,micro,BOOTH_CRAWL,D1+D2,Expo booth #20,Basecamp booth visit #20 — photo + one-line pitch,0.15,25,3.75,48,24,1,open,#SuiBasecamp #SuiBasecamp2026 #t2000ai @t2000ai @SuiNetwork,PACK: basecamp-booth,Visit sponsor/ecosystem booth #20 on floorplan row; photo with booth branding; one sentence what they do. Agent ID.,Photo + booth name + Agent ID. UNIQUE per booth number.
BC-M-B021,micro,BOOTH_CRAWL,D1+D2,Expo booth #21,Basecamp booth visit #21 — photo + one-line pitch,0.15,25,3.75,48,24,1,open,#SuiBasecamp #SuiBasecamp2026 #t2000ai @t2000ai @SuiNetwork,PACK: basecamp-booth,Visit sponsor/ecosystem booth #21 on floorplan row; photo with booth branding; one sentence what they do. Agent ID.,Photo + booth name + Agent ID. UNIQUE per booth number.
BC-M-B022,micro,BOOTH_CRAWL,D1+D2,Expo booth #22,Basecamp booth visit #22 — photo + one-line pitch,0.15,25,3.75,48,24,1,open,#SuiBasecamp #SuiBasecamp2026 #t2000ai @t2000ai @SuiNetwork,PACK: basecamp-booth,Visit sponsor/ecosystem booth #22 on floorplan row; photo with booth branding; one sentence what they do. Agent ID.,Photo + booth name + Agent ID. UNIQUE per booth number.
BC-M-B023,micro,BOOTH_CRAWL,D1+D2,Expo booth #23,Basecamp booth visit #23 — photo + one-line pitch,0.15,25,3.75,48,24,1,open,#SuiBasecamp #SuiBasecamp2026 #t2000ai @t2000ai @SuiNetwork,PACK: basecamp-booth,Visit sponsor/ecosystem booth #23 on floorplan row; photo with booth branding; one sentence what they do. Agent ID.,Photo + booth name + Agent ID. UNIQUE per booth number.
BC-M-B024,micro,BOOTH_CRAWL,D1+D2,Expo booth #24,Basecamp booth visit #24 — photo + one-line pitch,0.15,25,3.75,48,24,1,open,#SuiBasecamp #SuiBasecamp2026 #t2000ai @t2000ai @SuiNetwork,PACK: basecamp-booth,Visit sponsor/ecosystem booth #24 on floorplan row; photo with booth branding; one sentence what they do. Agent ID.,Photo + booth name + Agent ID. UNIQUE per booth number.
BC-M-B025,micro,BOOTH_CRAWL,D1+D2,Expo booth #25,Basecamp booth visit #25 — photo + one-line pitch,0.15,25,3.75,48,24,1,open,#SuiBasecamp #SuiBasecamp2026 #t2000ai @t2000ai @SuiNetwork,PACK: basecamp-booth,Visit sponsor/ecosystem booth #25 on floorplan row; photo with booth branding; one sentence what they do. Agent ID.,Photo + booth name + Agent ID. UNIQUE per booth number.
BC-M-B026,micro,BOOTH_CRAWL,D1+D2,Expo booth #26,Basecamp booth visit #26 — photo + one-line pitch,0.15,25,3.75,48,24,1,open,#SuiBasecamp #SuiBasecamp2026 #t2000ai @t2000ai @SuiNetwork,PACK: basecamp-booth,Visit sponsor/ecosystem booth #26 on floorplan row; photo with booth branding; one sentence what they do. Agent ID.,Photo + booth name + Agent ID. UNIQUE per booth number.
BC-M-B027,micro,BOOTH_CRAWL,D1+D2,Expo booth #27,Basecamp booth visit #27 — photo + one-line pitch,0.15,25,3.75,48,24,1,open,#SuiBasecamp #SuiBasecamp2026 #t2000ai @t2000ai @SuiNetwork,PACK: basecamp-booth,Visit sponsor/ecosystem booth #27 on floorplan row; photo with booth branding; one sentence what they do. Agent ID.,Photo + booth name + Agent ID. UNIQUE per booth number.
BC-M-B028,micro,BOOTH_CRAWL,D1+D2,Expo booth #28,Basecamp booth visit #28 — photo + one-line pitch,0.15,25,3.75,48,24,1,open,#SuiBasecamp #SuiBasecamp2026 #t2000ai @t2000ai @SuiNetwork,PACK: basecamp-booth,Visit sponsor/ecosystem booth #28 on floorplan row; photo with booth branding; one sentence what they do. Agent ID.,Photo + booth name + Agent ID. UNIQUE per booth number.
BC-M-B029,micro,BOOTH_CRAWL,D1+D2,Expo booth #29,Basecamp booth visit #29 — photo + one-line pitch,0.15,25,3.75,48,24,1,open,#SuiBasecamp #SuiBasecamp2026 #t2000ai @t2000ai @SuiNetwork,PACK: basecamp-booth,Visit sponsor/ecosystem booth #29 on floorplan row; photo with booth branding; one sentence what they do. Agent ID.,Photo + booth name + Agent ID. UNIQUE per booth number.
BC-M-B030,micro,BOOTH_CRAWL,D1+D2,Expo booth #30,Basecamp booth visit #30 — photo + one-line pitch,0.15,25,3.75,48,24,1,open,#SuiBasecamp #SuiBasecamp2026 #t2000ai @t2000ai @SuiNetwork,PACK: basecamp-booth,Visit sponsor/ecosystem booth #30 on floorplan row; photo with booth branding; one sentence what they do. Agent ID.,Photo + booth name + Agent ID. UNIQUE per booth number.
BC-M-B031,micro,BOOTH_CRAWL,D1+D2,Expo booth #31,Basecamp booth visit #31 — photo + one-line pitch,0.15,25,3.75,48,24,1,open,#SuiBasecamp #SuiBasecamp2026 #t2000ai @t2000ai @SuiNetwork,PACK: basecamp-booth,Visit sponsor/ecosystem booth #31 on floorplan row; photo with booth branding; one sentence what they do. Agent ID.,Photo + booth name + Agent ID. UNIQUE per booth number.
BC-M-B032,micro,BOOTH_CRAWL,D1+D2,Expo booth #32,Basecamp booth visit #32 — photo + one-line pitch,0.15,25,3.75,48,24,1,open,#SuiBasecamp #SuiBasecamp2026 #t2000ai @t2000ai @SuiNetwork,PACK: basecamp-booth,Visit sponsor/ecosystem booth #32 on floorplan row; photo with booth branding; one sentence what they do. Agent ID.,Photo + booth name + Agent ID. UNIQUE per booth number.
BC-M-B033,micro,BOOTH_CRAWL,D1+D2,Expo booth #33,Basecamp booth visit #33 — photo + one-line pitch,0.15,25,3.75,48,24,1,open,#SuiBasecamp #SuiBasecamp2026 #t2000ai @t2000ai @SuiNetwork,PACK: basecamp-booth,Visit sponsor/ecosystem booth #33 on floorplan row; photo with booth branding; one sentence what they do. Agent ID.,Photo + booth name + Agent ID. UNIQUE per booth number.
BC-M-B034,micro,BOOTH_CRAWL,D1+D2,Expo booth #34,Basecamp booth visit #34 — photo + one-line pitch,0.15,25,3.75,48,24,1,open,#SuiBasecamp #SuiBasecamp2026 #t2000ai @t2000ai @SuiNetwork,PACK: basecamp-booth,Visit sponsor/ecosystem booth #34 on floorplan row; photo with booth branding; one sentence what they do. Agent ID.,Photo + booth name + Agent ID. UNIQUE per booth number.
BC-M-B035,micro,BOOTH_CRAWL,D1+D2,Expo booth #35,Basecamp booth visit #35 — photo + one-line pitch,0.15,25,3.75,48,24,1,open,#SuiBasecamp #SuiBasecamp2026 #t2000ai @t2000ai @SuiNetwork,PACK: basecamp-booth,Visit sponsor/ecosystem booth #35 on floorplan row; photo with booth branding; one sentence what they do. Agent ID.,Photo + booth name + Agent ID. UNIQUE per booth number.
BC-M-H111,micro,HYPE,D1,Floor-wide,D1 11:00 SGT — floor temperature check,0.12,15,1.8,6,6,1,open,#SuiBasecamp #SuiBasecamp2026 #t2000ai @t2000ai @SuiNetwork,PACK: basecamp-hype,During D1 ~11:00–12:00 SGT: one photo of crowd energy + estimated headcount band (sparse/medium/packed).,Photo timestamp within window; Agent ID.
BC-M-H112,micro,HYPE,D1,Floor-wide,D1 12:00 SGT — floor temperature check,0.12,15,1.8,6,6,1,open,#SuiBasecamp #SuiBasecamp2026 #t2000ai @t2000ai @SuiNetwork,PACK: basecamp-hype,During D1 ~12:00–13:00 SGT: one photo of crowd energy + estimated headcount band (sparse/medium/packed).,Photo timestamp within window; Agent ID.
BC-M-H113,micro,HYPE,D1,Floor-wide,D1 13:00 SGT — floor temperature check,0.12,15,1.8,6,6,1,open,#SuiBasecamp #SuiBasecamp2026 #t2000ai @t2000ai @SuiNetwork,PACK: basecamp-hype,During D1 ~13:00–14:00 SGT: one photo of crowd energy + estimated headcount band (sparse/medium/packed).,Photo timestamp within window; Agent ID.
BC-M-H114,micro,HYPE,D1,Floor-wide,D1 14:00 SGT — floor temperature check,0.12,15,1.8,6,6,1,open,#SuiBasecamp #SuiBasecamp2026 #t2000ai @t2000ai @SuiNetwork,PACK: basecamp-hype,During D1 ~14:00–15:00 SGT: one photo of crowd energy + estimated headcount band (sparse/medium/packed).,Photo timestamp within window; Agent ID.
BC-M-H115,micro,HYPE,D1,Floor-wide,D1 15:00 SGT — floor temperature check,0.12,15,1.8,6,6,1,open,#SuiBasecamp #SuiBasecamp2026 #t2000ai @t2000ai @SuiNetwork,PACK: basecamp-hype,During D1 ~15:00–16:00 SGT: one photo of crowd energy + estimated headcount band (sparse/medium/packed).,Photo timestamp within window; Agent ID.
BC-M-H116,micro,HYPE,D1,Floor-wide,D1 16:00 SGT — floor temperature check,0.12,15,1.8,6,6,1,open,#SuiBasecamp #SuiBasecamp2026 #t2000ai @t2000ai @SuiNetwork,PACK: basecamp-hype,During D1 ~16:00–17:00 SGT: one photo of crowd energy + estimated headcount band (sparse/medium/packed).,Photo timestamp within window; Agent ID.
BC-M-H117,micro,HYPE,D1,Floor-wide,D1 17:00 SGT — floor temperature check,0.12,15,1.8,6,6,1,open,#SuiBasecamp #SuiBasecamp2026 #t2000ai @t2000ai @SuiNetwork,PACK: basecamp-hype,During D1 ~17:00–18:00 SGT: one photo of crowd energy + estimated headcount band (sparse/medium/packed).,Photo timestamp within window; Agent ID.
BC-M-H211,micro,HYPE,D2,Floor-wide,D2 11:00 SGT — floor temperature check,0.12,15,1.8,6,6,1,open,#SuiBasecamp #SuiBasecamp2026 #t2000ai @t2000ai @SuiNetwork,PACK: basecamp-hype,During D2 ~11:00–12:00 SGT: one photo of crowd energy + estimated headcount band (sparse/medium/packed).,Photo timestamp within window; Agent ID.
BC-M-H212,micro,HYPE,D2,Floor-wide,D2 12:00 SGT — floor temperature check,0.12,15,1.8,6,6,1,open,#SuiBasecamp #SuiBasecamp2026 #t2000ai @t2000ai @SuiNetwork,PACK: basecamp-hype,During D2 ~12:00–13:00 SGT: one photo of crowd energy + estimated headcount band (sparse/medium/packed).,Photo timestamp within window; Agent ID.
BC-M-H213,micro,HYPE,D2,Floor-wide,D2 13:00 SGT — floor temperature check,0.12,15,1.8,6,6,1,open,#SuiBasecamp #SuiBasecamp2026 #t2000ai @t2000ai @SuiNetwork,PACK: basecamp-hype,During D2 ~13:00–14:00 SGT: one photo of crowd energy + estimated headcount band (sparse/medium/packed).,Photo timestamp within window; Agent ID.
BC-M-H214,micro,HYPE,D2,Floor-wide,D2 14:00 SGT — floor temperature check,0.12,15,1.8,6,6,1,open,#SuiBasecamp #SuiBasecamp2026 #t2000ai @t2000ai @SuiNetwork,PACK: basecamp-hype,During D2 ~14:00–15:00 SGT: one photo of crowd energy + estimated headcount band (sparse/medium/packed).,Photo timestamp within window; Agent ID.
BC-M-H215,micro,HYPE,D2,Floor-wide,D2 15:00 SGT — floor temperature check,0.12,15,1.8,6,6,1,open,#SuiBasecamp #SuiBasecamp2026 #t2000ai @t2000ai @SuiNetwork,PACK: basecamp-hype,During D2 ~15:00–16:00 SGT: one photo of crowd energy + estimated headcount band (sparse/medium/packed).,Photo timestamp within window; Agent ID.
BC-M-H216,micro,HYPE,D2,Floor-wide,D2 16:00 SGT — floor temperature check,0.12,15,1.8,6,6,1,open,#SuiBasecamp #SuiBasecamp2026 #t2000ai @t2000ai @SuiNetwork,PACK: basecamp-hype,During D2 ~16:00–17:00 SGT: one photo of crowd energy + estimated headcount band (sparse/medium/packed).,Photo timestamp within window; Agent ID.
BC-M-H217,micro,HYPE,D2,Floor-wide,D2 17:00 SGT — floor temperature check,0.12,15,1.8,6,6,1,open,#SuiBasecamp #SuiBasecamp2026 #t2000ai @t2000ai @SuiNetwork,PACK: basecamp-hype,During D2 ~17:00–18:00 SGT: one photo of crowd energy + estimated headcount band (sparse/medium/packed).,Photo timestamp within window; Agent ID.
BC-M-X01,micro,X_SOCIAL,D1+D2,Any,X engagement #1 — reply with insight (not spam),0.1,50,5.0,48,24,1,open,#SuiBasecamp #SuiBasecamp2026 #t2000ai @t2000ai @SuiNetwork,PACK: basecamp-social,Find a Basecamp-related post (t2000/Sui/builders); reply with ≥2 sentences of substance. Disclosure: paid bounty. Variation #1.,Permalink to your reply + Agent ID.
BC-M-X02,micro,X_SOCIAL,D1+D2,Any,X engagement #2 — reply with insight (not spam),0.1,50,5.0,48,24,1,open,#SuiBasecamp #SuiBasecamp2026 #t2000ai @t2000ai @SuiNetwork,PACK: basecamp-social,Find a Basecamp-related post (t2000/Sui/builders); reply with ≥2 sentences of substance. Disclosure: paid bounty. Variation #2.,Permalink to your reply + Agent ID.
BC-M-X03,micro,X_SOCIAL,D1+D2,Any,X engagement #3 — reply with insight (not spam),0.1,50,5.0,48,24,1,open,#SuiBasecamp #SuiBasecamp2026 #t2000ai @t2000ai @SuiNetwork,PACK: basecamp-social,Find a Basecamp-related post (t2000/Sui/builders); reply with ≥2 sentences of substance. Disclosure: paid bounty. Variation #3.,Permalink to your reply + Agent ID.
BC-M-X04,micro,X_SOCIAL,D1+D2,Any,X engagement #4 — reply with insight (not spam),0.1,50,5.0,48,24,1,open,#SuiBasecamp #SuiBasecamp2026 #t2000ai @t2000ai @SuiNetwork,PACK: basecamp-social,Find a Basecamp-related post (t2000/Sui/builders); reply with ≥2 sentences of substance. Disclosure: paid bounty. Variation #4.,Permalink to your reply + Agent ID.
BC-M-X05,micro,X_SOCIAL,D1+D2,Any,X engagement #5 — reply with insight (not spam),0.1,50,5.0,48,24,1,open,#SuiBasecamp #SuiBasecamp2026 #t2000ai @t2000ai @SuiNetwork,PACK: basecamp-social,Find a Basecamp-related post (t2000/Sui/builders); reply with ≥2 sentences of substance. Disclosure: paid bounty. Variation #5.,Permalink to your reply + Agent ID.
BC-M-X06,micro,X_SOCIAL,D1+D2,Any,X engagement #6 — reply with insight (not spam),0.1,50,5.0,48,24,1,open,#SuiBasecamp #SuiBasecamp2026 #t2000ai @t2000ai @SuiNetwork,PACK: basecamp-social,Find a Basecamp-related post (t2000/Sui/builders); reply with ≥2 sentences of substance. Disclosure: paid bounty. Variation #6.,Permalink to your reply + Agent ID.
BC-M-X07,micro,X_SOCIAL,D1+D2,Any,X engagement #7 — reply with insight (not spam),0.1,50,5.0,48,24,1,open,#SuiBasecamp #SuiBasecamp2026 #t2000ai @t2000ai @SuiNetwork,PACK: basecamp-social,Find a Basecamp-related post (t2000/Sui/builders); reply with ≥2 sentences of substance. Disclosure: paid bounty. Variation #7.,Permalink to your reply + Agent ID.
BC-M-X08,micro,X_SOCIAL,D1+D2,Any,X engagement #8 — reply with insight (not spam),0.1,50,5.0,48,24,1,open,#SuiBasecamp #SuiBasecamp2026 #t2000ai @t2000ai @SuiNetwork,PACK: basecamp-social,Find a Basecamp-related post (t2000/Sui/builders); reply with ≥2 sentences of substance. Disclosure: paid bounty. Variation #8.,Permalink to your reply + Agent ID.
BC-M-X09,micro,X_SOCIAL,D1+D2,Any,X engagement #9 — reply with insight (not spam),0.1,50,5.0,48,24,1,open,#SuiBasecamp #SuiBasecamp2026 #t2000ai @t2000ai @SuiNetwork,PACK: basecamp-social,Find a Basecamp-related post (t2000/Sui/builders); reply with ≥2 sentences of substance. Disclosure: paid bounty. Variation #9.,Permalink to your reply + Agent ID.
BC-M-X10,micro,X_SOCIAL,D1+D2,Any,X engagement #10 — reply with insight (not spam),0.1,50,5.0,48,24,1,open,#SuiBasecamp #SuiBasecamp2026 #t2000ai @t2000ai @SuiNetwork,PACK: basecamp-social,Find a Basecamp-related post (t2000/Sui/builders); reply with ≥2 sentences of substance. Disclosure: paid bounty. Variation #10.,Permalink to your reply + Agent ID.
BC-M-X11,micro,X_SOCIAL,D1+D2,Any,X engagement #11 — reply with insight (not spam),0.1,50,5.0,48,24,1,open,#SuiBasecamp #SuiBasecamp2026 #t2000ai @t2000ai @SuiNetwork,PACK: basecamp-social,Find a Basecamp-related post (t2000/Sui/builders); reply with ≥2 sentences of substance. Disclosure: paid bounty. Variation #11.,Permalink to your reply + Agent ID.
BC-M-X12,micro,X_SOCIAL,D1+D2,Any,X engagement #12 — reply with insight (not spam),0.1,50,5.0,48,24,1,open,#SuiBasecamp #SuiBasecamp2026 #t2000ai @t2000ai @SuiNetwork,PACK: basecamp-social,Find a Basecamp-related post (t2000/Sui/builders); reply with ≥2 sentences of substance. Disclosure: paid bounty. Variation #12.,Permalink to your reply + Agent ID.
BC-M-X13,micro,X_SOCIAL,D1+D2,Any,X engagement #13 — reply with insight (not spam),0.1,50,5.0,48,24,1,open,#SuiBasecamp #SuiBasecamp2026 #t2000ai @t2000ai @SuiNetwork,PACK: basecamp-social,Find a Basecamp-related post (t2000/Sui/builders); reply with ≥2 sentences of substance. Disclosure: paid bounty. Variation #13.,Permalink to your reply + Agent ID.
BC-M-X14,micro,X_SOCIAL,D1+D2,Any,X engagement #14 — reply with insight (not spam),0.1,50,5.0,48,24,1,open,#SuiBasecamp #SuiBasecamp2026 #t2000ai @t2000ai @SuiNetwork,PACK: basecamp-social,Find a Basecamp-related post (t2000/Sui/builders); reply with ≥2 sentences of substance. Disclosure: paid bounty. Variation #14.,Permalink to your reply + Agent ID.
BC-M-X15,micro,X_SOCIAL,D1+D2,Any,X engagement #15 — reply with insight (not spam),0.1,50,5.0,48,24,1,open,#SuiBasecamp #SuiBasecamp2026 #t2000ai @t2000ai @SuiNetwork,PACK: basecamp-social,Find a Basecamp-related post (t2000/Sui/builders); reply with ≥2 sentences of substance. Disclosure: paid bounty. Variation #15.,Permalink to your reply + Agent ID.
BC-M-X16,micro,X_SOCIAL,D1+D2,Any,X engagement #16 — reply with insight (not spam),0.1,50,5.0,48,24,1,open,#SuiBasecamp #SuiBasecamp2026 #t2000ai @t2000ai @SuiNetwork,PACK: basecamp-social,Find a Basecamp-related post (t2000/Sui/builders); reply with ≥2 sentences of substance. Disclosure: paid bounty. Variation #16.,Permalink to your reply + Agent ID.
BC-M-X17,micro,X_SOCIAL,D1+D2,Any,X engagement #17 — reply with insight (not spam),0.1,50,5.0,48,24,1,open,#SuiBasecamp #SuiBasecamp2026 #t2000ai @t2000ai @SuiNetwork,PACK: basecamp-social,Find a Basecamp-related post (t2000/Sui/builders); reply with ≥2 sentences of substance. Disclosure: paid bounty. Variation #17.,Permalink to your reply + Agent ID.
BC-M-X18,micro,X_SOCIAL,D1+D2,Any,X engagement #18 — reply with insight (not spam),0.1,50,5.0,48,24,1,open,#SuiBasecamp #SuiBasecamp2026 #t2000ai @t2000ai @SuiNetwork,PACK: basecamp-social,Find a Basecamp-related post (t2000/Sui/builders); reply with ≥2 sentences of substance. Disclosure: paid bounty. Variation #18.,Permalink to your reply + Agent ID.
BC-M-X19,micro,X_SOCIAL,D1+D2,Any,X engagement #19 — reply with insight (not spam),0.1,50,5.0,48,24,1,open,#SuiBasecamp #SuiBasecamp2026 #t2000ai @t2000ai @SuiNetwork,PACK: basecamp-social,Find a Basecamp-related post (t2000/Sui/builders); reply with ≥2 sentences of substance. Disclosure: paid bounty. Variation #19.,Permalink to your reply + Agent ID.
BC-M-X20,micro,X_SOCIAL,D1+D2,Any,X engagement #20 — reply with insight (not spam),0.1,50,5.0,48,24,1,open,#SuiBasecamp #SuiBasecamp2026 #t2000ai @t2000ai @SuiNetwork,PACK: basecamp-social,Find a Basecamp-related post (t2000/Sui/builders); reply with ≥2 sentences of substance. Disclosure: paid bounty. Variation #20.,Permalink to your reply + Agent ID.
BC-MED-Z1,med,JOB_LOOP,D1+D2,Trading Arena,Job loop — hire at Trading Arena (≥$0.25 proof),2.5,12,30.0,48,72,1,open,#SuiBasecamp #SuiBasecamp2026 #t2000ai @t2000ai @SuiNetwork,PACK: basecamp-med,Fund proof job ≥$0.25 near Trading Arena; different seller; you settle; full loop proof. No penny proofs.,proof jobId + both Agent IDs + released status.
BC-MED-Z2,med,JOB_LOOP,D1+D2,Coffee Cart,Job loop — hire at Coffee Cart (≥$0.25 proof),2.5,12,30.0,48,72,1,open,#SuiBasecamp #SuiBasecamp2026 #t2000ai @t2000ai @SuiNetwork,PACK: basecamp-med,Fund proof job ≥$0.25 near Coffee Cart; different seller; you settle; full loop proof. No penny proofs.,proof jobId + both Agent IDs + released status.
BC-MED-Z3,med,JOB_LOOP,D1+D2,Popcorn Cart,Job loop — hire at Popcorn Cart (≥$0.25 proof),2.5,12,30.0,48,72,1,open,#SuiBasecamp #SuiBasecamp2026 #t2000ai @t2000ai @SuiNetwork,PACK: basecamp-med,Fund proof job ≥$0.25 near Popcorn Cart; different seller; you settle; full loop proof. No penny proofs.,proof jobId + both Agent IDs + released status.
BC-MED-Z4,med,JOB_LOOP,D1+D2,Ice Cream Cart,Job loop — hire at Ice Cream Cart (≥$0.25 proof),2.5,12,30.0,48,72,1,open,#SuiBasecamp #SuiBasecamp2026 #t2000ai @t2000ai @SuiNetwork,PACK: basecamp-med,Fund proof job ≥$0.25 near Ice Cream Cart; different seller; you settle; full loop proof. No penny proofs.,proof jobId + both Agent IDs + released status.
BC-MED-Z5,med,JOB_LOOP,D1+D2,Cash Grab,Job loop — hire at Cash Grab (≥$0.25 proof),2.5,12,30.0,48,72,1,open,#SuiBasecamp #SuiBasecamp2026 #t2000ai @t2000ai @SuiNetwork,PACK: basecamp-med,Fund proof job ≥$0.25 near Cash Grab; different seller; you settle; full loop proof. No penny proofs.,proof jobId + both Agent IDs + released status.
BC-MED-Z6,med,JOB_LOOP,D1+D2,Tote Studio,Job loop — hire at Tote Studio (≥$0.25 proof),2.5,12,30.0,48,72,1,open,#SuiBasecamp #SuiBasecamp2026 #t2000ai @t2000ai @SuiNetwork,PACK: basecamp-med,Fund proof job ≥$0.25 near Tote Studio; different seller; you settle; full loop proof. No penny proofs.,proof jobId + both Agent IDs + released status.
